gameid,blue_datacompleteness,blue_url,league,blue_year,blue_split,blue_playoffs,date,blue_game,blue_patch,blue_participantid,blue_side,blue_position,blue_playername,blue_playerid,blue_teamname,blue_teamid,blue_champion,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,blue_gamelength,blue_result,blue_kills,blue_deaths,blue_assists,blue_teamkills,blue_teamdeaths,blue_doublekills,blue_triplekills,blue_quadrakills,blue_pentakills,blue_firstblood,blue_firstbloodkill,blue_firstbloodassist,blue_firstbloodvictim,blue_team kpm,blue_ckpm,blue_firstdragon,blue_dragons,blue_opp_dragons,blue_elementaldrakes,blue_opp_elementaldrakes,blue_infernals,blue_mountains,blue_clouds,blue_oceans,blue_chemtechs,blue_hextechs,blue_dragons (type unknown),blue_elders,blue_opp_elders,blue_firstherald,blue_heralds,blue_opp_heralds,blue_void_grubs,blue_opp_void_grubs,blue_firstbaron,blue_barons,blue_opp_barons,blue_atakhans,blue_opp_atakhans,blue_firsttower,blue_towers,blue_opp_towers,blue_firstmidtower,blue_firsttothreetowers,blue_turretplates,blue_opp_turretplates,blue_inhibitors,blue_opp_inhibitors,blue_damagetochampions,blue_dpm,blue_damageshare,blue_damagetakenperminute,blue_damagemitigatedperminute,blue_damagetotowers,blue_wardsplaced,blue_wpm,blue_wardskilled,blue_wcpm,blue_controlwardsbought,blue_visionscore,blue_vspm,blue_totalgold,blue_earnedgold,blue_earned gpm,blue_earnedgoldshare,blue_goldspent,blue_gspd,blue_gpr,blue_total cs,blue_minionkills,blue_monsterkills,blue_monsterkillsownjungle,blue_monsterkillsenemyjungle,blue_cspm,blue_goldat10,blue_xpat10,blue_csat10,blue_opp_goldat10,blue_opp_xpat10,blue_opp_csat10,blue_golddiffat10,blue_xpdiffat10,blue_csdiffat10,blue_killsat10,blue_assistsat10,blue_deathsat10,blue_opp_killsat10,blue_opp_assistsat10,blue_opp_deathsat10,blue_goldat15,blue_xpat15,blue_csat15,blue_opp_goldat15,blue_opp_xpat15,blue_opp_csat15,blue_golddiffat15,blue_xpdiffat15,blue_csdiffat15,blue_killsat15,blue_assistsat15,blue_deathsat15,blue_opp_killsat15,blue_opp_assistsat15,blue_opp_deathsat15,blue_goldat20,blue_xpat20,blue_csat20,blue_opp_goldat20,blue_opp_xpat20,blue_opp_csat20,blue_golddiffat20,blue_xpdiffat20,blue_csdiffat20,blue_killsat20,blue_assistsat20,blue_deathsat20,blue_opp_killsat20,blue_opp_assistsat20,blue_opp_deathsat20,blue_goldat25,blue_xpat25,blue_csat25,blue_opp_goldat25,blue_opp_xpat25,blue_opp_csat25,blue_golddiffat25,blue_xpdiffat25,blue_csdiffat25,blue_killsat25,blue_assistsat25,blue_deathsat25,blue_opp_killsat25,blue_opp_assistsat25,blue_opp_deathsat25,red_datacompleteness,red_url,red_year,red_split,red_playoffs,red_game,red_patch,red_participantid,red_side,red_position,red_playername,red_playerid,red_teamname,red_teamid,red_champion,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,red_gamelength,red_result,red_kills,red_deaths,red_assists,red_teamkills,red_teamdeaths,red_doublekills,red_triplekills,red_quadrakills,red_pentakills,red_firstblood,red_firstbloodkill,red_firstbloodassist,red_firstbloodvictim,red_team kpm,red_ckpm,red_firstdragon,red_dragons,red_opp_dragons,red_elementaldrakes,red_opp_elementaldrakes,red_infernals,red_mountains,red_clouds,red_oceans,red_chemtechs,red_hextechs,red_dragons (type unknown),red_elders,red_opp_elders,red_firstherald,red_heralds,red_opp_heralds,red_void_grubs,red_opp_void_grubs,red_firstbaron,red_barons,red_opp_barons,red_atakhans,red_opp_atakhans,red_firsttower,red_towers,red_opp_towers,red_firstmidtower,red_firsttothreetowers,red_turretplates,red_opp_turretplates,red_inhibitors,red_opp_inhibitors,red_damagetochampions,red_dpm,red_damageshare,red_damagetakenperminute,red_damagemitigatedperminute,red_damagetotowers,red_wardsplaced,red_wpm,red_wardskilled,red_wcpm,red_controlwardsbought,red_visionscore,red_vspm,red_totalgold,red_earnedgold,red_earned gpm,red_earnedgoldshare,red_goldspent,red_gspd,red_gpr,red_total cs,red_minionkills,red_monsterkills,red_monsterkillsownjungle,red_monsterkillsenemyjungle,red_cspm,red_goldat10,red_xpat10,red_csat10,red_opp_goldat10,red_opp_xpat10,red_opp_csat10,red_golddiffat10,red_xpdiffat10,red_csdiffat10,red_killsat10,red_assistsat10,red_deathsat10,red_opp_killsat10,red_opp_assistsat10,red_opp_deathsat10,red_goldat15,red_xpat15,red_csat15,red_opp_goldat15,red_opp_xpat15,red_opp_csat15,red_golddiffat15,red_xpdiffat15,red_csdiffat15,red_killsat15,red_assistsat15,red_deathsat15,red_opp_killsat15,red_opp_assistsat15,red_opp_deathsat15,red_goldat20,red_xpat20,red_csat20,red_opp_goldat20,red_opp_xpat20,red_opp_csat20,red_golddiffat20,red_xpdiffat20,red_csdiffat20,red_killsat20,red_assistsat20,red_deathsat20,red_opp_killsat20,red_opp_assistsat20,red_opp_deathsat20,red_goldat25,red_xpat25,red_csat25,red_opp_goldat25,red_opp_xpat25,red_opp_csat25,red_golddiffat25,red_xpdiffat25,red_csdiffat25,red_killsat25,red_assistsat25,red_deathsat25,red_opp_killsat25,red_opp_assistsat25,red_opp_deathsat25
12643-12643_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12643,LPL,2025,Split 3,0,2025-08-27 11:09:00,1,15.16,100,Blue,team,,,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,,Pantheon,Trundle,Neeko,Yunara,Sivir,Varus,Galio,Rumble,Poppy,Nautilus,2366,1,24,11,62,24,11,,,,,1.0,,,,0.6086,0.8876,1.0,4.0,0.0,,,,,,,,,4.0,,,,1.0,0.0,3.0,0.0,,1.0,0.0,,,0.0,9.0,5.0,,,,,2.0,1.0,113576,2880.2029,,3803.7363,,,166,4.2096,83,2.1048,66,401,10.1691,72988,47477,1203.9814,,64317,0.0204981,,,,242,179.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12643,2025,Split 3,0,1,15.16,200,Red,team,,,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,,Azir,Skarner,Taliyah,Jarvan IV,Olaf,Annie,Wukong,Aurora,Corki,Rell,2366,0,11,24,17,11,24,,,,,0.0,,,,0.279,0.8876,0.0,0.0,4.0,,,,,,,,,0.0,,,,0.0,1.0,0.0,3.0,,0.0,1.0,,,1.0,5.0,9.0,,,,,1.0,2.0,115169,2920.6002,,3650.1352,,,143,3.6264,81,2.0541,59,385,9.7633,65548,40037,1015.3085,,63012,-0.0204981,,,,228,186.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12637-12637_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12637,LPL,2025,Split 3,0,2025-08-24 12:18:18,2,15.16,100,Blue,team,,,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,,Neeko,Annie,Poppy,Xin Zhao,Skarner,Taliyah,Vi,Ambessa,Sivir,Braum,1659,0,2,26,2,2,26,,,,,0.0,,,,0.0723,1.0127,0.0,0.0,4.0,,,,,,,,,0.0,,,,0.0,1.0,0.0,3.0,,0.0,1.0,,,0.0,0.0,10.0,,,,,0.0,2.0,49327,1783.9783,,3374.5389,,,82,2.9656,29,1.0488,27,183,6.6184,40301,22001,795.6962,,39480,-0.32979,,,,153,126.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12637,2025,Split 3,0,2,15.16,200,Red,team,,,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,,Varus,Wukong,Gwen,Kai'Sa,Lucian,Sion,Azir,Corki,Rell,Jarvan IV,1659,1,26,2,58,26,2,,,,,1.0,,,,0.9403,1.0127,1.0,4.0,0.0,,,,,,,,,4.0,,,,1.0,0.0,3.0,0.0,,1.0,0.0,,,1.0,10.0,0.0,,,,,2.0,0.0,79264,2866.6908,,3248.4991,,,100,3.6166,42,1.519,38,239,8.6438,60355,42055,1520.9765,,55071,0.32979,,,,221,118.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12628-12628_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12628,LPL,2025,Split 3,0,2025-08-20 12:01:21,2,15.16,100,Blue,team,,,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,,Pantheon,Varus,Ambessa,Zed,Aurora,Trundle,Lucian,Nautilus,Renekton,Ahri,1695,0,14,25,33,14,25,,,,,1.0,,,,0.4956,1.3805,1.0,1.0,3.0,,,,,,,,,1.0,,,,1.0,0.0,2.0,1.0,,0.0,1.0,,,0.0,2.0,9.0,,,,,0.0,2.0,74690,2643.8938,,4801.5929,,,75,2.6549,47,1.6637,32,224,7.9292,49784,31117,1101.4867,,48253,-0.0846854,,,,154,101.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12628,2025,Split 3,0,2,15.16,200,Red,team,,,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,,Yone,Yunara,Kai'Sa,Taliyah,Sion,Corki,Rakan,Azir,Jarvan IV,Gnar,1695,1,25,14,78,25,14,,,,,0.0,,,,0.885,1.3805,0.0,3.0,1.0,,,,,,,,,3.0,,,,0.0,1.0,1.0,2.0,,1.0,0.0,,,1.0,9.0,2.0,,,,,2.0,0.0,111816,3958.0885,,3680.2832,,,93,3.292,32,1.1327,37,211,7.469,59942,41275,1461.0619,,52520,0.0846854,,,,187,134.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12628-12628_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12628,LPL,2025,Split 3,0,2025-08-20 11:11:48,1,15.16,100,Blue,team,,,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,,Pantheon,Aurora,Varus,Corki,Kai'Sa,Wukong,Gwen,Galio,Ezreal,Neeko,1615,0,3,15,7,3,15,,,,,1.0,,,,0.1115,0.6687,0.0,1.0,2.0,,,,,,,,,1.0,,,,0.0,1.0,2.0,1.0,,0.0,1.0,,,0.0,0.0,10.0,,,,,0.0,2.0,39908,1482.6502,,3646.8854,,,87,3.2322,44,1.6347,41,209,7.7647,41429,23578,875.9628,,39631,-0.236251,,,,137,109.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12628,2025,Split 3,0,1,15.16,200,Red,team,,,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,,Yone,Skarner,Yunara,Rakan,Alistar,Annie,Rumble,Poppy,Sivir,Rell,1615,1,15,3,41,15,3,,,,,0.0,,,,0.5573,0.6687,1.0,2.0,1.0,,,,,,,,,2.0,,,,1.0,0.0,1.0,2.0,,1.0,0.0,,,1.0,10.0,0.0,,,,,2.0,0.0,77106,2864.6192,,2572.2353,,,100,3.7152,42,1.5604,40,240,8.9164,57242,39391,1463.4427,,50248,0.236251,,,,197,117.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12621-12621_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12621,LPL,2025,Split 3,0,2025-08-17 10:03:12,2,15.15,100,Blue,team,,,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,,Azir,Sion,Poppy,Rakan,Jhin,Trundle,Viktor,Yorick,Sivir,Rell,1887,0,8,18,17,8,18,,,,,1.0,,,,0.2544,0.8267,1.0,1.0,2.0,,,,,,,,,1.0,,,,1.0,0.0,0.0,3.0,,0.0,1.0,,,0.0,2.0,9.0,,,,,0.0,2.0,77445,2462.4801,,3665.9777,,,112,3.5612,49,1.558,40,253,8.0445,53249,32624,1037.3291,,51448,-0.159367,,,,184,148.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12621,2025,Split 3,0,2,15.15,200,Red,team,,,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,,Varus,Yunara,Taliyah,Renata Glasc,Braum,Aurora,Pantheon,Renekton,Alistar,Senna,1887,1,18,8,43,18,8,,,,,0.0,,,,0.5723,0.8267,0.0,2.0,1.0,,,,,,,,,2.0,,,,0.0,1.0,3.0,0.0,,1.0,0.0,,,1.0,9.0,2.0,,,,,2.0,0.0,86490,2750.0795,,4088.4261,,,113,3.593,61,1.9396,43,297,9.4436,66266,45641,1451.2242,,60357,0.159367,,,,249,142.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12621-12621_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12621,LPL,2025,Split 3,0,2025-08-17 09:10:55,1,15.15,100,Blue,team,,,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,,Azir,Pantheon,Aurora,Rakan,Rell,Gwen,Kai'Sa,Neeko,Skarner,Orianna,1742,0,5,23,12,5,23,,,,,0.0,,,,0.1722,0.9644,0.0,1.0,3.0,,,,,,,,,1.0,,,,1.0,0.0,0.0,3.0,,0.0,1.0,,,0.0,2.0,10.0,,,,,0.0,2.0,54177,1866.0276,,3441.2514,,,90,3.0999,65,2.2388,35,279,9.6096,50082,30936,1065.5339,,48949,-0.10058,,,,188,156.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12621,2025,Split 3,0,1,15.15,200,Red,team,,,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,,Varus,Trundle,Yunara,Galio,Taliyah,Rumble,Wukong,Annie,Corki,Bard,1742,1,23,5,63,23,5,,,,,1.0,,,,0.7922,0.9644,1.0,3.0,1.0,,,,,,,,,3.0,,,,0.0,1.0,3.0,0.0,,1.0,0.0,,,1.0,10.0,2.0,,,,,2.0,0.0,71181,2451.6992,,2851.9633,,,113,3.8921,50,1.7222,51,274,9.4374,63537,44391,1528.9667,,54133,0.10058,,,,210,144.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12616-12616_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12616,LPL,2025,Split 3,0,2025-08-15 10:10:51,2,15.15,100,Blue,team,,,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,,Kai'Sa,Aurora,Rakan,Orianna,Viktor,Annie,Ambessa,Vi,Ezreal,Neeko,1941,0,7,20,17,7,20,,,,,0.0,,,,0.2164,0.8037,1.0,2.0,2.0,,,,,,,,,2.0,,,,1.0,0.0,2.0,1.0,,0.0,1.0,,,0.0,2.0,8.0,,,,,0.0,1.0,103945,3213.1376,,3468.2535,,,103,3.1839,47,1.4529,39,257,7.9444,52116,30940,956.4142,,49321,-0.0869059,,,,198,156.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12616,2025,Split 3,0,2,15.15,200,Red,team,,,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,,Varus,Yunara,Trundle,Braum,Nautilus,Sion,Corki,Poppy,Galio,Bard,1941,1,19,7,39,19,7,,,,,1.0,,,,0.5873,0.8037,0.0,2.0,2.0,,,,,,,,,2.0,,,,0.0,1.0,1.0,2.0,,1.0,0.0,,,1.0,8.0,2.0,,,,,1.0,0.0,85252,2635.3014,,4344.2968,,,114,3.524,44,1.3601,51,265,8.1917,62118,40942,1265.5951,,53802,0.0869059,,,,216,137.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12613-12613_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=12613,LPL,2025,Split 3,0,2025-08-13 13:49:40,3,15.15,100,Blue,team,,,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,,Rakan,Wukong,Corki,Rell,Renata Glasc,Yunara,Ornn,Nautilus,Annie,Nocturne,3056,0,37,29,100,37,29,,,,,0.0,,,,0.7264,1.2958,0.0,0.0,4.0,,,,,,,,,0.0,,,,1.0,0.0,2.0,1.0,,1.0,2.0,,,0.0,11.0,9.0,,,,,2.0,2.0,201125,3948.7893,,4909.6531,,,151,2.9647,99,1.9437,57,447,8.7762,99078,66529,1306.1976,,92386,0.0473579,,,,349,214.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12613,2025,Split 3,0,3,15.15,200,Red,team,,,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,,Varus,Gwen,Jayce,Yone,Ziggs,Renekton,Azir,Poppy,Miss Fortune,Leona,3056,1,29,37,70,29,37,,,,,1.0,,,,0.5694,1.2958,1.0,4.0,0.0,,,,,,,,,4.0,,,,0.0,1.0,1.0,2.0,,2.0,1.0,,,1.0,9.0,11.0,,,,,2.0,2.0,195779,3843.8285,,4875.2945,,,224,4.3979,63,1.2369,87,449,8.8154,97517,64968,1275.5497,,88112,-0.0473579,,,,284,211.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12613-12613_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12613,LPL,2025,Split 3,0,2025-08-13 12:04:13,1,15.15,100,Blue,team,,,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,,Pantheon,Orianna,Azir,Wukong,Vi,Trundle,Rumble,Aurora,Ezreal,Karma,1791,1,27,8,65,27,8,,,,,1.0,,,,0.9045,1.1725,1.0,4.0,0.0,,,,,,,,,4.0,,,,1.0,0.0,2.0,1.0,,1.0,0.0,,,1.0,11.0,2.0,,,,,4.0,0.0,95958,3214.6734,,3656.7839,,,95,3.1826,55,1.8425,33,273,9.1457,63045,43399,1453.9028,,56157,0.117015,,,,203,111.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12613,2025,Split 3,0,1,15.15,200,Red,team,,,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,,Varus,Gwen,Yunara,Rell,Rakan,Taliyah,Kai'Sa,Neeko,Ambessa,Zed,1791,0,8,27,19,8,27,,,,,0.0,,,,0.268,1.1725,0.0,0.0,4.0,,,,,,,,,0.0,,,,0.0,1.0,1.0,2.0,,0.0,1.0,,,0.0,2.0,11.0,,,,,0.0,4.0,70387,2358.0235,,4138.6265,,,101,3.3836,39,1.3065,36,242,8.1072,51318,31672,1061.0385,,49949,-0.117015,,,,199,141.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12602-12602_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=12602,LPL,2025,Split 3,0,2025-08-08 14:16:15,3,15.15,100,Blue,team,,,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,,Taliyah,Ambessa,Ezreal,Ziggs,Annie,Pantheon,Xayah,Renata Glasc,Jax,Sylas,1890,0,0,15,0,0,15,,,,,0.0,,,,0.0,0.4762,1.0,1.0,4.0,,,,,,,,,1.0,,,,0.0,1.0,0.0,3.0,,0.0,1.0,,,0.0,3.0,9.0,,,,,0.0,2.0,50939,1617.1111,,3495.4286,,,99,3.1429,56,1.7778,41,263,8.3492,51298,30642,972.7619,,49347,-0.0620686,,,,216,183.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12602,2025,Split 3,0,3,15.15,200,Red,team,,,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,,Varus,Gwen,Kai'Sa,Jayce,K'Sante,Rakan,Xin Zhao,Renekton,Orianna,Jhin,1890,1,15,0,44,15,0,,,,,1.0,,,,0.4762,0.4762,0.0,4.0,1.0,,,,,,,,,4.0,,,,1.0,0.0,3.0,0.0,,1.0,0.0,,,1.0,9.0,3.0,,,,,2.0,0.0,74561,2367.0159,,3157.873,,,126,4.0,53,1.6825,48,308,9.7778,63964,43308,1374.8571,,52508,0.0620686,,,,250,172.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12583-12583_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12583,LPL,2025,Split 3,0,2025-08-28 13:01:20,2,15.16,100,Blue,team,,,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,,Poppy,Jarvan IV,Aurora,Skarner,Nocturne,Varus,Xin Zhao,Sion,Galio,Karma,2237,0,25,22,68,25,22,,,,,0.0,,,,0.6705,1.2606,0.0,3.0,3.0,,,,,,,,,3.0,,,,1.0,0.0,1.0,2.0,,0.0,1.0,,,0.0,4.0,9.0,,,,,0.0,1.0,130208,3492.3916,,5315.1632,,,137,3.6746,51,1.3679,55,301,8.0733,68417,44222,1186.1064,,65597,0.0386142,,,,218,159.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12583,2025,Split 3,0,2,15.16,200,Red,team,,,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,,Azir,Trundle,Gwen,Akali,Bard,Neeko,Orianna,Sivir,Vi,Mordekaiser,2237,1,22,25,55,22,25,,,,,1.0,,,,0.5901,1.2606,1.0,3.0,3.0,,,,,,,,,3.0,,,,0.0,1.0,2.0,1.0,,1.0,0.0,,,1.0,9.0,4.0,,,,,1.0,0.0,155899,4181.4662,,4440.4023,,,116,3.1113,53,1.4215,43,299,8.0197,71197,47002,1260.6705,,63112,-0.0386142,,,,259,161.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12630-12630_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=12630,LPL,2025,Split 3,0,2025-08-21 12:51:15,3,15.16,100,Blue,team,,,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,,Vi,Kindred,Pantheon,Renata Glasc,Karma,Trundle,Xayah,Rakan,Ornn,Ziggs,1707,1,20,9,62,20,9,,,,,1.0,,,,0.703,1.0193,0.0,2.0,1.0,,,,,,,,,2.0,,,,0.0,1.0,3.0,0.0,,1.0,0.0,,,1.0,10.0,5.0,,,,,2.0,0.0,85916,3019.8946,,3312.0562,,,93,3.2689,41,1.4411,28,216,7.5923,56976,38187,1342.2496,,48188,0.0541151,,,,170,118.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12630,2025,Split 3,0,3,15.16,200,Red,team,,,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,,Varus,Gwen,Neeko,Orianna,Viktor,Renekton,Aurora,Jarvan IV,Lucian,Braum,1707,0,9,20,15,9,20,,,,,0.0,,,,0.3163,1.0193,1.0,1.0,2.0,,,,,,,,,1.0,,,,1.0,0.0,0.0,3.0,,0.0,1.0,,,0.0,5.0,10.0,,,,,0.0,2.0,60547,2128.1898,,3975.0791,,,80,2.812,39,1.3708,28,226,7.9438,48254,29465,1035.6766,,45649,-0.0541151,,,,169,134.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624-12624_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12624,LPL,2025,Split 3,0,2025-08-18 12:31:36,2,15.15,100,Blue,team,,,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,,Taliyah,Poppy,Jhin,Nocturne,Alistar,Varus,Ambessa,Vi,Orianna,Leona,2066,1,21,9,38,21,9,,,,,0.0,,,,0.6099,0.8712,1.0,2.0,2.0,,,,,,,,,2.0,,,,1.0,0.0,1.0,2.0,,1.0,0.0,,,0.0,10.0,2.0,,,,,1.0,0.0,115083,3342.1975,,2892.2265,,,114,3.3107,59,1.7135,36,310,9.0029,68991,46540,1351.5973,,60366,0.126293,,,,254,142.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12624,2025,Split 3,0,2,15.15,200,Red,team,,,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,,Azir,Trundle,Gwen,Ahri,Sylas,Sion,Yunara,Galio,Wukong,Bard,2066,0,9,21,13,9,21,,,,,1.0,,,,0.2614,0.8712,0.0,2.0,2.0,,,,,,,,,2.0,,,,0.0,1.0,2.0,1.0,,0.0,1.0,,,1.0,2.0,10.0,,,,,0.0,1.0,62234,1807.3766,,4200.4937,,,110,3.1946,48,1.394,37,271,7.8703,54894,32443,942.1975,,53195,-0.126293,,,,180,137.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
