gameid,blue_datacompleteness,blue_url,league,blue_year,blue_split,blue_playoffs,date,blue_game,blue_patch,blue_participantid,blue_side,blue_position,blue_playername,blue_playerid,blue_teamname,blue_teamid,blue_champion,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,blue_gamelength,blue_result,blue_kills,blue_deaths,blue_assists,blue_teamkills,blue_teamdeaths,blue_doublekills,blue_triplekills,blue_quadrakills,blue_pentakills,blue_firstblood,blue_firstbloodkill,blue_firstbloodassist,blue_firstbloodvictim,blue_team kpm,blue_ckpm,blue_firstdragon,blue_dragons,blue_opp_dragons,blue_elementaldrakes,blue_opp_elementaldrakes,blue_infernals,blue_mountains,blue_clouds,blue_oceans,blue_chemtechs,blue_hextechs,blue_dragons (type unknown),blue_elders,blue_opp_elders,blue_firstherald,blue_heralds,blue_opp_heralds,blue_void_grubs,blue_opp_void_grubs,blue_firstbaron,blue_barons,blue_opp_barons,blue_atakhans,blue_opp_atakhans,blue_firsttower,blue_towers,blue_opp_towers,blue_firstmidtower,blue_firsttothreetowers,blue_turretplates,blue_opp_turretplates,blue_inhibitors,blue_opp_inhibitors,blue_damagetochampions,blue_dpm,blue_damageshare,blue_damagetakenperminute,blue_damagemitigatedperminute,blue_damagetotowers,blue_wardsplaced,blue_wpm,blue_wardskilled,blue_wcpm,blue_controlwardsbought,blue_visionscore,blue_vspm,blue_totalgold,blue_earnedgold,blue_earned gpm,blue_earnedgoldshare,blue_goldspent,blue_gspd,blue_gpr,blue_total cs,blue_minionkills,blue_monsterkills,blue_monsterkillsownjungle,blue_monsterkillsenemyjungle,blue_cspm,blue_goldat10,blue_xpat10,blue_csat10,blue_opp_goldat10,blue_opp_xpat10,blue_opp_csat10,blue_golddiffat10,blue_xpdiffat10,blue_csdiffat10,blue_killsat10,blue_assistsat10,blue_deathsat10,blue_opp_killsat10,blue_opp_assistsat10,blue_opp_deathsat10,blue_goldat15,blue_xpat15,blue_csat15,blue_opp_goldat15,blue_opp_xpat15,blue_opp_csat15,blue_golddiffat15,blue_xpdiffat15,blue_csdiffat15,blue_killsat15,blue_assistsat15,blue_deathsat15,blue_opp_killsat15,blue_opp_assistsat15,blue_opp_deathsat15,blue_goldat20,blue_xpat20,blue_csat20,blue_opp_goldat20,blue_opp_xpat20,blue_opp_csat20,blue_golddiffat20,blue_xpdiffat20,blue_csdiffat20,blue_killsat20,blue_assistsat20,blue_deathsat20,blue_opp_killsat20,blue_opp_assistsat20,blue_opp_deathsat20,blue_goldat25,blue_xpat25,blue_csat25,blue_opp_goldat25,blue_opp_xpat25,blue_opp_csat25,blue_golddiffat25,blue_xpdiffat25,blue_csdiffat25,blue_killsat25,blue_assistsat25,blue_deathsat25,blue_opp_killsat25,blue_opp_assistsat25,blue_opp_deathsat25,red_datacompleteness,red_url,red_year,red_split,red_playoffs,red_game,red_patch,red_participantid,red_side,red_position,red_playername,red_playerid,red_teamname,red_teamid,red_champion,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,red_gamelength,red_result,red_kills,red_deaths,red_assists,red_teamkills,red_teamdeaths,red_doublekills,red_triplekills,red_quadrakills,red_pentakills,red_firstblood,red_firstbloodkill,red_firstbloodassist,red_firstbloodvictim,red_team kpm,red_ckpm,red_firstdragon,red_dragons,red_opp_dragons,red_elementaldrakes,red_opp_elementaldrakes,red_infernals,red_mountains,red_clouds,red_oceans,red_chemtechs,red_hextechs,red_dragons (type unknown),red_elders,red_opp_elders,red_firstherald,red_heralds,red_opp_heralds,red_void_grubs,red_opp_void_grubs,red_firstbaron,red_barons,red_opp_barons,red_atakhans,red_opp_atakhans,red_firsttower,red_towers,red_opp_towers,red_firstmidtower,red_firsttothreetowers,red_turretplates,red_opp_turretplates,red_inhibitors,red_opp_inhibitors,red_damagetochampions,red_dpm,red_damageshare,red_damagetakenperminute,red_damagemitigatedperminute,red_damagetotowers,red_wardsplaced,red_wpm,red_wardskilled,red_wcpm,red_controlwardsbought,red_visionscore,red_vspm,red_totalgold,red_earnedgold,red_earned gpm,red_earnedgoldshare,red_goldspent,red_gspd,red_gpr,red_total cs,red_minionkills,red_monsterkills,red_monsterkillsownjungle,red_monsterkillsenemyjungle,red_cspm,red_goldat10,red_xpat10,red_csat10,red_opp_goldat10,red_opp_xpat10,red_opp_csat10,red_golddiffat10,red_xpdiffat10,red_csdiffat10,red_killsat10,red_assistsat10,red_deathsat10,red_opp_killsat10,red_opp_assistsat10,red_opp_deathsat10,red_goldat15,red_xpat15,red_csat15,red_opp_goldat15,red_opp_xpat15,red_opp_csat15,red_golddiffat15,red_xpdiffat15,red_csdiffat15,red_killsat15,red_assistsat15,red_deathsat15,red_opp_killsat15,red_opp_assistsat15,red_opp_deathsat15,red_goldat20,red_xpat20,red_csat20,red_opp_goldat20,red_opp_xpat20,red_opp_csat20,red_golddiffat20,red_xpdiffat20,red_csdiffat20,red_killsat20,red_assistsat20,red_deathsat20,red_opp_killsat20,red_opp_assistsat20,red_opp_deathsat20,red_goldat25,red_xpat25,red_csat25,red_opp_goldat25,red_opp_xpat25,red_opp_csat25,red_golddiffat25,red_xpdiffat25,red_csdiffat25,red_killsat25,red_assistsat25,red_deathsat25,red_opp_killsat25,red_opp_assistsat25,red_opp_deathsat25
LOLTMNT03_293376,complete,,LCK,2025,Rounds 3-5,0,2025-08-29 09:02:15,2,15.16,100,Blue,team,,,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,,Aurora,Poppy,Annie,Lulu,Alistar,Pantheon,Xayah,Rakan,Akali,Jax,1696,1,20,10,55,20,10,2.0,0.0,0.0,0.0,1.0,,,,0.7075,1.0613,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,3.0,1.0,1.0,5.0,2.0,1.0,0.0,69429,2456.2146,,3591.6509,2384.0802,17021.0,115,4.0684,38,1.3443,44,261,9.2335,54808,36131,1278.2193,,48658,0.056486,2.36,,777.0,199,,,34.5283,17232.0,19935.0,342.0,14754.0,17966.0,314.0,2478.0,1969.0,28.0,4.0,9.0,0.0,0.0,0.0,4.0,26975.0,31578.0,541.0,23334.0,28902.0,507.0,3641.0,2676.0,34.0,7.0,18.0,2.0,2.0,4.0,7.0,36943.0,45574.0,720.0,34935.0,39272.0,644.0,2008.0,6302.0,76.0,12.0,31.0,6.0,6.0,19.0,12.0,45748.0,58560.0,864.0,43148.0,49616.0,788.0,2600.0,8944.0,76.0,15.0,40.0,9.0,9.0,31.0,15.0,complete,,2025,Rounds 3-5,0,2,15.16,200,Red,team,,,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,,Yunara,Azir,Renekton,Ahri,Galio,Ambessa,Taliyah,Jarvan IV,Lucian,Braum,1696,0,10,20,34,10,20,1.0,1.0,0.0,0.0,0.0,,,,0.3538,1.0613,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,2.0,5.0,0.0,1.0,66172,2340.9906,,3235.2594,2574.941,8496.0,86,3.0425,33,1.1675,33,203,7.1816,48376,29699,1050.6722,,45985,-0.056486,-2.36,,713.0,156,,,30.7429,14754.0,17966.0,314.0,17232.0,19935.0,342.0,-2478.0,-1969.0,-28.0,0.0,0.0,4.0,4.0,9.0,0.0,23334.0,28902.0,507.0,26975.0,31578.0,541.0,-3641.0,-2676.0,-34.0,2.0,4.0,7.0,7.0,18.0,2.0,34935.0,39272.0,644.0,36943.0,45574.0,720.0,-2008.0,-6302.0,-76.0,6.0,19.0,12.0,12.0,31.0,6.0,43148.0,49616.0,788.0,45748.0,58560.0,864.0,-2600.0,-8944.0,-76.0,9.0,31.0,15.0,15.0,40.0,9.0
LOLTMNT03_293371,complete,,LCK,2025,Rounds 3-5,0,2025-08-29 08:07:17,1,15.16,100,Blue,team,,,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,,Taliyah,Annie,Aurora,Lucian,Alistar,Rumble,Wukong,Neeko,Sivir,Ryze,1922,0,11,17,28,11,17,1.0,1.0,0.0,0.0,1.0,,,,0.3434,0.8741,0.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,9.0,1.0,1.0,3.0,2.0,0.0,1.0,85193,2659.5109,,3816.8366,2924.1415,10948.0,117,3.6524,50,1.5609,41,277,8.6472,58604,37622,1174.4641,,56233,0.000889553,0.61,,907.0,227,,,35.4006,16564.0,19703.0,365.0,16314.0,19992.0,346.0,250.0,-289.0,19.0,2.0,1.0,3.0,3.0,1.0,2.0,26125.0,31502.0,560.0,24596.0,31502.0,550.0,1529.0,0.0,10.0,5.0,12.0,4.0,4.0,4.0,5.0,35784.0,43414.0,770.0,32724.0,43575.0,740.0,3060.0,-161.0,30.0,6.0,14.0,4.0,4.0,4.0,6.0,45604.0,57371.0,964.0,41765.0,58089.0,927.0,3839.0,-718.0,37.0,7.0,15.0,5.0,5.0,5.0,7.0,complete,,2025,Rounds 3-5,0,1,15.16,200,Red,team,,,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,,Azir,Yunara,Pantheon,Kai'Sa,Varus,Gwen,Orianna,Xin Zhao,Corki,Bard,1922,1,17,11,35,17,11,4.0,0.0,0.0,0.0,0.0,,,,0.5307,0.8741,1.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,9.0,5.0,0.0,0.0,2.0,3.0,1.0,0.0,90395,2821.9043,,3846.4932,3040.2393,24906.0,111,3.4651,46,1.436,32,271,8.4599,63571,42589,1329.5213,,56183,-0.000889553,-0.61,,927.0,216,,,35.6816,16314.0,19992.0,346.0,16564.0,19703.0,365.0,-250.0,289.0,-19.0,3.0,1.0,2.0,2.0,1.0,3.0,24596.0,31502.0,550.0,26125.0,31502.0,560.0,-1529.0,0.0,-10.0,4.0,4.0,5.0,5.0,12.0,4.0,32724.0,43575.0,740.0,35784.0,43414.0,770.0,-3060.0,161.0,-30.0,4.0,4.0,6.0,6.0,14.0,4.0,41765.0,58089.0,927.0,45604.0,57371.0,964.0,-3839.0,718.0,-37.0,5.0,5.0,7.0,7.0,15.0,5.0
LOLTMNT03_288421,complete,,LCK,2025,Rounds 3-5,0,2025-08-24 07:06:53,2,15.16,100,Blue,team,,,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,,Orianna,Ambessa,Vi,Lucian,Sivir,Taliyah,Kai'Sa,Neeko,Nocturne,K'Sante,2151,0,17,27,43,17,27,2.0,0.0,0.0,0.0,0.0,,,,0.4742,1.2273,1.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,9.0,0.0,0.0,1.0,4.0,1.0,2.0,127042,3543.7099,,4666.6388,4255.0349,13903.0,126,3.5146,42,1.1715,47,264,7.364,66637,43319,1208.3403,,64125,-0.0166248,-1.03,,846.0,235,,,30.1534,15280.0,19164.0,339.0,16080.0,19866.0,344.0,-800.0,-702.0,-5.0,0.0,0.0,2.0,2.0,2.0,0.0,24308.0,30465.0,523.0,25430.0,31830.0,548.0,-1122.0,-1365.0,-25.0,3.0,4.0,5.0,5.0,8.0,3.0,33964.0,40580.0,680.0,35980.0,45672.0,735.0,-2016.0,-5092.0,-55.0,5.0,8.0,10.0,10.0,18.0,5.0,44900.0,55750.0,848.0,45700.0,55610.0,879.0,-800.0,140.0,-31.0,9.0,20.0,14.0,14.0,30.0,9.0,complete,,2025,Rounds 3-5,0,2,15.16,200,Red,team,,,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,,Yunara,Wukong,Azir,Poppy,Trundle,Ahri,Sion,Jarvan IV,Lulu,Zeri,2151,1,27,17,70,27,17,1.0,0.0,0.0,0.0,1.0,,,,0.7531,1.2273,0.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,125742,3507.4477,,4651.855,5445.6067,20746.0,98,2.7336,67,1.8689,48,287,8.0056,73782,50464,1407.643,,65200,0.0166248,1.03,,973.0,217,,,33.1939,16080.0,19866.0,344.0,15280.0,19164.0,339.0,800.0,702.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,25430.0,31830.0,548.0,24308.0,30465.0,523.0,1122.0,1365.0,25.0,5.0,8.0,3.0,3.0,4.0,5.0,35980.0,45672.0,735.0,33964.0,40580.0,680.0,2016.0,5092.0,55.0,10.0,18.0,5.0,5.0,8.0,10.0,45700.0,55610.0,879.0,44900.0,55750.0,848.0,800.0,-140.0,31.0,14.0,30.0,9.0,9.0,20.0,14.0
LOLTMNT03_288407,complete,,LCK,2025,Rounds 3-5,0,2025-08-24 06:06:54,1,15.16,100,Blue,team,,,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,,Taliyah,Aurora,Ambessa,Bard,Poppy,Pantheon,Rumble,Varus,Galio,Alistar,2158,0,22,31,54,22,31,1.0,0.0,0.0,0.0,0.0,,,,0.6117,1.4736,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,11.0,0.0,0.0,6.0,5.0,0.0,1.0,138110,3839.9444,,5091.8814,4764.5783,7076.0,120,3.3364,51,1.418,52,309,8.5913,64756,41366,1150.1205,,62625,-0.0852284,-1.64,,862.0,171,,,28.721,16710.0,18355.0,316.0,16989.0,19217.0,344.0,-279.0,-862.0,-28.0,4.0,6.0,3.0,3.0,3.0,4.0,26125.0,28694.0,475.0,27168.0,30435.0,512.0,-1043.0,-1741.0,-37.0,7.0,13.0,8.0,8.0,15.0,7.0,35905.0,42092.0,671.0,37295.0,43097.0,717.0,-1390.0,-1005.0,-46.0,10.0,17.0,9.0,9.0,15.0,10.0,44133.0,50801.0,776.0,49975.0,59898.0,849.0,-5842.0,-9097.0,-73.0,14.0,30.0,20.0,20.0,45.0,14.0,complete,,2025,Rounds 3-5,0,1,15.16,200,Red,team,,,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,,Azir,Yunara,Wukong,Orianna,Neeko,Gwen,Xin Zhao,Jhin,Annie,Rakan,2158,1,31,22,77,31,22,6.0,1.0,0.0,0.0,1.0,,,,0.8619,1.4736,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,11.0,3.0,1.0,1.0,5.0,6.0,1.0,0.0,154029,4282.5487,,5171.6497,4158.2113,27772.0,103,2.8638,60,1.6682,34,317,8.8137,75963,52573,1461.7146,,68200,0.0852284,1.64,,842.0,252,,,30.4171,16989.0,19217.0,344.0,16710.0,18355.0,316.0,279.0,862.0,28.0,3.0,3.0,4.0,4.0,6.0,3.0,27168.0,30435.0,512.0,26125.0,28694.0,475.0,1043.0,1741.0,37.0,8.0,15.0,7.0,7.0,13.0,8.0,37295.0,43097.0,717.0,35905.0,42092.0,671.0,1390.0,1005.0,46.0,9.0,15.0,10.0,10.0,17.0,9.0,49975.0,59898.0,849.0,44133.0,50801.0,776.0,5842.0,9097.0,73.0,20.0,45.0,14.0,14.0,30.0,20.0
LOLTMNT03_284713,complete,,LCK,2025,Rounds 3-5,0,2025-08-21 13:09:59,3,15.16,100,Blue,team,,,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,,Yone,Aurora,Ambessa,Annie,Jax,Azir,Jarvan IV,K'Sante,Kalista,Renata Glasc,1704,1,17,9,41,17,9,2.0,1.0,0.0,0.0,0.0,,,,0.5986,0.9155,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,9.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0,80867,2847.4296,,3870.9507,3753.9085,17082.0,94,3.3099,48,1.6901,30,241,8.4859,58802,40043,1409.9648,,49800,0.0646124,1.31,,812.0,176,,,34.7887,16587.0,18974.0,330.0,16135.0,18721.0,334.0,452.0,253.0,-4.0,3.0,5.0,3.0,3.0,1.0,3.0,24759.0,29747.0,523.0,23772.0,30069.0,532.0,987.0,-322.0,-9.0,4.0,7.0,3.0,3.0,1.0,4.0,34999.0,41926.0,693.0,34233.0,43860.0,717.0,766.0,-1934.0,-24.0,7.0,11.0,7.0,7.0,13.0,7.0,46429.0,57828.0,894.0,42278.0,53793.0,903.0,4151.0,4035.0,-9.0,11.0,20.0,7.0,7.0,13.0,11.0,complete,,2025,Rounds 3-5,0,3,15.16,200,Red,team,,,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,,Yunara,Varus,Lulu,Karma,Bard,Lucian,Pantheon,Braum,Yorick,LeBlanc,1704,0,9,17,18,9,17,1.0,0.0,0.0,0.0,1.0,,,,0.3169,0.9155,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,3.0,3.0,0.0,2.0,76421,2690.8803,,3778.838,2333.9437,3243.0,89,3.1338,48,1.6901,29,233,8.2042,48603,29844,1050.8451,,46683,-0.0646124,-1.31,,793.0,183,,,34.3662,16135.0,18721.0,334.0,16587.0,18974.0,330.0,-452.0,-253.0,4.0,3.0,1.0,3.0,3.0,5.0,3.0,23772.0,30069.0,532.0,24759.0,29747.0,523.0,-987.0,322.0,9.0,3.0,1.0,4.0,4.0,7.0,3.0,34233.0,43860.0,717.0,34999.0,41926.0,693.0,-766.0,1934.0,24.0,7.0,13.0,7.0,7.0,11.0,7.0,42278.0,53793.0,903.0,46429.0,57828.0,894.0,-4151.0,-4035.0,9.0,7.0,13.0,11.0,11.0,20.0,7.0
LOLTMNT02_303158,complete,,LCK,2025,Rounds 3-5,0,2025-08-16 09:58:29,2,15.15,100,Blue,team,,,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,,Varus,Vi,Orianna,Ambessa,Ornn,Taliyah,Jarvan IV,Rumble,Jhin,Rell,1778,1,30,12,71,30,12,4.0,0.0,0.0,0.0,0.0,,,,1.0124,1.4173,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,2.0,0.0,1.0,5.0,2.0,2.0,0.0,105978,3576.3105,,3512.8009,2943.6108,25036.0,107,3.6108,30,1.0124,40,236,7.964,63560,44046,1486.3667,,54800,0.183245,1.2,,749.0,193,,,31.7885,15370.0,18093.0,330.0,15773.0,17950.0,314.0,-403.0,143.0,16.0,1.0,1.0,2.0,2.0,3.0,1.0,25012.0,30360.0,538.0,24271.0,28399.0,505.0,741.0,1961.0,33.0,4.0,5.0,4.0,4.0,6.0,4.0,33744.0,41296.0,696.0,33906.0,40910.0,673.0,-162.0,386.0,23.0,7.0,11.0,7.0,7.0,10.0,7.0,47189.0,58042.0,843.0,40667.0,48613.0,773.0,6522.0,9429.0,70.0,16.0,35.0,9.0,9.0,15.0,16.0,complete,,2025,Rounds 3-5,0,2,15.15,200,Red,team,,,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,,Yunara,Pantheon,Azir,Alistar,Karma,Neeko,Trundle,Ahri,Corki,Aatrox,1778,0,12,30,20,12,30,0.0,0.0,0.0,0.0,1.0,,,,0.4049,1.4173,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,11.0,1.0,0.0,2.0,5.0,0.0,2.0,67850,2289.6513,,4581.2261,2298.6277,4879.0,91,3.0709,42,1.4173,33,224,7.5591,48029,28515,962.261,,45601,-0.183245,-1.2,,681.0,151,,,28.0765,15773.0,17950.0,314.0,15370.0,18093.0,330.0,403.0,-143.0,-16.0,2.0,3.0,1.0,1.0,1.0,2.0,24271.0,28399.0,505.0,25012.0,30360.0,538.0,-741.0,-1961.0,-33.0,4.0,6.0,4.0,4.0,5.0,4.0,33906.0,40910.0,673.0,33744.0,41296.0,696.0,162.0,-386.0,-23.0,7.0,10.0,7.0,7.0,11.0,7.0,40667.0,48613.0,773.0,47189.0,58042.0,843.0,-6522.0,-9429.0,-70.0,9.0,15.0,16.0,16.0,35.0,9.0
LOLTMNT02_301689,complete,,LCK,2025,Rounds 3-5,0,2025-08-13 11:56:13,3,15.15,100,Blue,team,,,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,,Varus,Vi,Jarvan IV,Corki,Cho'Gath,Azir,Sion,Alistar,Jhin,Lee Sin,1600,1,25,7,57,25,7,3.0,0.0,0.0,0.0,1.0,,,,0.9375,1.2,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0,1.0,1.0,6.0,3.0,1.0,0.0,89219,3345.7125,,3605.5125,3949.275,26642.0,95,3.5625,31,1.1625,32,213,7.9875,56023,38325,1437.1875,,47800,0.120674,3.02,,718.0,186,,,33.9,16835.0,19354.0,344.0,16708.0,19265.0,354.0,127.0,89.0,-10.0,4.0,4.0,3.0,3.0,4.0,4.0,28289.0,31157.0,513.0,24203.0,28705.0,510.0,4086.0,2452.0,3.0,11.0,18.0,4.0,4.0,6.0,11.0,39277.0,43746.0,691.0,32350.0,39150.0,676.0,6927.0,4596.0,15.0,13.0,25.0,4.0,4.0,6.0,13.0,50114.0,59728.0,881.0,40068.0,49920.0,819.0,10046.0,9808.0,62.0,18.0,37.0,5.0,5.0,9.0,18.0,complete,,2025,Rounds 3-5,0,3,15.15,200,Red,team,,,DN Freecs,oe:team:b05347770d44de27f5e7a25c8cfcbb2,,Yunara,Poppy,Neeko,Zed,Ezreal,Taliyah,Trundle,Nautilus,K'Sante,Aphelios,1600,0,7,25,13,7,25,0.0,0.0,0.0,0.0,0.0,,,,0.2625,1.2,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,3.0,6.0,0.0,1.0,57484,2155.65,,4158.975,3192.6,5770.0,85,3.1875,31,1.1625,28,177,6.6375,43623,25925,972.1875,,42360,-0.120674,-3.02,,703.0,131,,,31.275,16708.0,19265.0,354.0,16835.0,19354.0,344.0,-127.0,-89.0,10.0,3.0,4.0,4.0,4.0,4.0,3.0,24203.0,28705.0,510.0,28289.0,31157.0,513.0,-4086.0,-2452.0,-3.0,4.0,6.0,11.0,11.0,18.0,4.0,32350.0,39150.0,676.0,39277.0,43746.0,691.0,-6927.0,-4596.0,-15.0,4.0,6.0,13.0,13.0,25.0,4.0,40068.0,49920.0,819.0,50114.0,59728.0,881.0,-10046.0,-9808.0,-62.0,5.0,9.0,18.0,18.0,37.0,5.0
LOLTMNT02_301649,complete,,LCK,2025,Rounds 3-5,0,2025-08-13 10:08:55,1,15.15,100,Blue,team,,,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,,Taliyah,Varus,Orianna,Alistar,Neeko,Wukong,Gwen,Annie,Zeri,Lulu,2151,1,17,11,49,17,11,4.0,1.0,0.0,0.0,0.0,,,,0.4742,0.781,1.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,112788,3146.1088,,3549.5119,3189.2608,27179.0,128,3.5704,60,1.6736,46,306,8.5356,70363,47045,1312.2734,,63008,0.059371,-0.57,,959.0,245,,,33.5844,15216.0,18206.0,331.0,15869.0,18131.0,318.0,-653.0,75.0,13.0,0.0,0.0,2.0,2.0,3.0,0.0,23445.0,29895.0,541.0,24288.0,30313.0,553.0,-843.0,-418.0,-12.0,0.0,0.0,2.0,2.0,3.0,0.0,31625.0,42089.0,730.0,34097.0,42535.0,761.0,-2472.0,-446.0,-31.0,0.0,0.0,4.0,4.0,11.0,0.0,41844.0,56463.0,878.0,43553.0,54114.0,900.0,-1709.0,2349.0,-22.0,5.0,13.0,8.0,8.0,24.0,5.0,complete,,2025,Rounds 3-5,0,1,15.15,200,Red,team,,,DN Freecs,oe:team:b05347770d44de27f5e7a25c8cfcbb2,,Pantheon,Azir,Yunara,Poppy,Rakan,Galio,Xin Zhao,Ambessa,Lucian,Nami,2151,0,11,17,35,11,17,1.0,0.0,0.0,0.0,1.0,,,,0.3068,0.781,0.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,9.0,1.0,1.0,3.0,0.0,0.0,1.0,91454,2551.0181,,4402.7615,4775.4533,7220.0,109,3.0404,56,1.5621,47,294,8.2008,61637,38319,1068.8703,,59375,-0.059371,0.57,,960.0,238,,,33.417,15869.0,18131.0,318.0,15216.0,18206.0,331.0,653.0,-75.0,-13.0,2.0,3.0,0.0,0.0,0.0,2.0,24288.0,30313.0,553.0,23445.0,29895.0,541.0,843.0,418.0,12.0,2.0,3.0,0.0,0.0,0.0,2.0,34097.0,42535.0,761.0,31625.0,42089.0,730.0,2472.0,446.0,31.0,4.0,11.0,0.0,0.0,0.0,4.0,43553.0,54114.0,900.0,41844.0,56463.0,878.0,1709.0,-2349.0,22.0,8.0,24.0,5.0,5.0,13.0,8.0
